STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-03-30,0.0,64.0,37.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-03-31,0.31,68.0,38.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-01,0.0,68.0,50.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-02,1.01,62.0,49.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-03,0.0,58.0,39.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-04,0.13,63.0,36.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-05,0.0,49.0,30.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-06,0.0,58.0,35.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-07,0.0,69.0,41.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-08,0.0,72.0,48.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-09,0.0,76.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-10,0.0,79.0,57.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-11,0.0,81.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-12,0.17,78.0,56.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-13,1.2,76.0,58.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-14,0.09,65.0,41.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-15,0.07,49.0,38.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-16,0.39,65.0,47.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-17,0.12,61.0,38.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-18,0.0,55.0,34.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-19,0.0,61.0,30.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-20,0.0,69.0,46.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-21,0.15,68.0,47.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-22,0.0,68.0,37.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-23,0.0,74.0,48.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-24,0.46,69.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-25,0.0,48.0,39.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-26,0.63,52.0,38.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-27,0.0,61.0,33.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-28,0.0,56.0,48.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-29,0.0,65.0,35.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-04-30,0.0,62.0,41.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-01,0.0,63.0,31.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-02,0.34,63.0,45.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-03,0.19,48.0,40.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-04,0.05,61.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-05,0.01,67.0,39.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-06,0.0,75.0,41.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-07,1.59,74.0,46.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-08,0.0,56.0,40.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-09,0.0,54.0,32.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-10,0.26,54.0,35.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-11,0.0,65.0,36.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-12,0.0,74.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-13,0.0,73.0,49.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-14,0.36,70.0,47.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-15,1.43,47.0,40.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-16,0.48,47.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-17,0.08,48.0,44.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-18,0.0,65.0,44.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-19,0.0,69.0,40.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-20,0.68,80.0,55.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-21,0.0,81.0,55.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-22,0.0,75.0,50.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-23,0.0,77.0,48.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-24,0.04,80.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-25,0.0,76.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-26,0.0,84.0,57.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-27,0.0,83.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-28,0.0,80.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-29,0.0,73.0,50.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-30,0.0,79.0,47.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-05-31,0.04,77.0,54.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-01,0.04,82.0,54.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-02,0.16,72.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-03,0.0,55.0,45.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-04,0.0,66.0,37.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-05,0.0,63.0,39.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-06,0.15,66.0,48.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-07,0.08,63.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-08,0.0,79.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-09,1.98,73.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-10,0.09,78.0,63.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-11,0.0,76.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-12,0.73,77.0,57.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-13,0.19,81.0,62.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-14,0.0,81.0,69.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-15,0.04,82.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-16,2.13,78.0,62.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-17,0.02,73.0,58.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-18,0.1,75.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-19,0.0,78.0,56.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-20,0.0,76.0,61.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-21,0.06,81.0,54.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-22,0.0,85.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-23,0.0,89.0,62.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-24,0.0,90.0,64.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-25,0.47,75.0,61.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-26,0.0,79.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-27,0.03,86.0,67.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-28,0.0,91.0,74.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-29,0.23,90.0,69.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-06-30,1.28,88.0,65.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-01,0.06,76.0,55.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-02,0.0,69.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-03,0.0,79.0,51.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-04,0.0,85.0,62.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-05,0.56,85.0,62.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-06,0.0,83.0,56.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-07,0.0,87.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-08,0.06,86.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-09,0.49,87.0,64.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-10,0.0,86.0,54.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-11,0.0,79.0,49.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-12,0.0,85.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-13,0.06,87.0,65.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-14,2.66,82.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-15,0.0,79.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-16,0.0,78.0,50.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-17,0.0,79.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-18,0.0,86.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-19,0.0,90.0,62.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-20,0.0,92.0,65.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-21,0.0,92.0,70.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-22,0.05,96.0,70.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-23,0.0,96.0,79.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-24,0.0,97.0,71.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-25,0.0,95.0,77.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-26,0.0,90.0,63.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-27,0.0,88.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-28,0.0,88.0,67.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-29,0.0,84.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-30,0.0,88.0,64.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-07-31,0.0,97.0,73.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-01,0.0,97.0,74.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-02,0.05,95.0,72.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-03,0.0,90.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-04,0.0,85.0,57.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-05,0.0,94.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-06,2.48,93.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-07,0.0,87.0,61.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-08,0.0,81.0,56.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-09,0.0,84.0,53.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-10,0.75,84.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-11,1.68,84.0,65.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-12,0.0,85.0,66.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-13,0.0,85.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-14,0.46,84.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-15,0.0,81.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-16,0.0,80.0,58.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-17,0.0,86.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-18,0.0,88.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-19,0.0,89.0,61.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-20,0.0,90.0,65.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-21,0.03,92.0,65.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-22,0.0,78.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-23,0.0,76.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-24,0.0,79.0,49.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-25,0.0,80.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-26,0.0,77.0,48.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-27,0.0,86.0,55.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-28,0.0,89.0,63.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-29,0.0,89.0,61.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-30,0.0,96.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-08-31,0.0,96.0,69.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-01,0.0,93.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-02,0.0,83.0,58.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-03,0.0,79.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-04,0.0,88.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-05,0.0,91.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-06,0.0,92.0,62.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-07,0.0,92.0,68.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-08,0.03,87.0,71.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-09,0.0,92.0,61.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-10,0.55,91.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-11,0.0,75.0,47.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-12,0.04,71.0,57.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-13,1.17,67.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-14,0.6,69.0,54.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-15,0.03,71.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-16,0.0,73.0,49.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-17,0.0,74.0,47.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-18,0.0,77.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-19,0.04,84.0,58.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-20,0.54,80.0,50.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-21,0.0,76.0,48.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-22,1.44,73.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-23,0.02,87.0,62.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-24,1.04,85.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-25,0.04,72.0,54.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-26,0.0,67.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-27,0.47,70.0,63.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-28,0.8,70.0,59.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-29,0.05,67.0,43.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-09-30,0.3,55.0,43.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-01,0.5,62.0,51.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-02,0.0,64.0,45.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-03,0.0,64.0,34.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-04,0.0,70.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-05,0.01,67.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-06,0.0,68.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-07,0.0,74.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-08,0.0,68.0,44.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-09,0.0,51.0,30.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-10,0.0,57.0,30.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-11,0.0,73.0,44.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-12,0.0,70.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-13,0.0,64.0,37.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-14,0.0,56.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-15,0.0,58.0,31.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-16,0.0,70.0,37.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-17,0.0,78.0,47.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-18,0.02,76.0,54.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-19,0.03,72.0,49.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-20,0.0,68.0,35.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-21,0.0,71.0,52.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-22,0.33,62.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-23,0.0,55.0,35.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-24,0.0,51.0,39.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-25,0.0,60.0,36.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-26,0.0,57.0,29.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-27,0.0,75.0,30.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-28,0.0,78.0,50.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-29,0.0,73.0,51.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-30,0.05,72.0,49.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-10-31,0.03,72.0,35.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-01,0.0,76.0,44.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-02,0.0,73.0,45.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-03,0.0,54.0,38.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-04,0.0,44.0,17.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-05,0.0,70.0,37.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-06,0.0,67.0,49.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-07,0.0,76.0,60.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-08,0.5,73.0,63.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-09,0.0,69.0,29.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-10,0.0,47.0,29.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-11,0.0,46.0,30.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-12,0.59,67.0,42.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-13,0.01,67.0,40.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-14,0.0,48.0,29.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-15,0.0,45.0,21.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-16,0.0,55.0,38.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-17,0.21,57.0,41.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-18,0.0,54.0,28.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-19,0.24,49.0,37.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-20,0.0,42.0,26.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-21,0.17,45.0,26.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-22,0.03,27.0,9.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-23,0.0,30.0,18.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-24,0.0,45.0,12.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-25,0.0,40.0,20.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-26,0.0,44.0,25.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-27,0.95,41.0,32.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-28,0.0,37.0,33.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-29,0.0,37.0,33.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-11-30,0.0,35.0,29.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-12-01,0.0,40.0,30.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-12-02,0.26,42.0,34.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-12-03,0.02,36.0,33.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-12-04,0.0,34.0,24.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-12-05,0.0,45.0,20.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-12-06,0.0,43.0,28.0
USC00110766,"NORMAL 4 NE, IL US",40.51667,-89.0,241.1,1945-12-07,0.0,47.0,25.0
